text,label,source,original_label,sample_weight
Kylie Jenner Jenner Kris Life Of Kylie,Fake,FakeNewsNet,Fake,1.0
Olivia Munn Sets the Record Straight About Justin Theroux Dating Rumors,Fake,FakeNewsNet,Fake,1.0
Nominees Robert Pattinson & James Franco Are Scruffy Studs at Gotham Awards 2017,Fake,FakeNewsNet,Fake,1.0
"Jennifer Lopez & Alex Rodriguez Might Be Engaged, & There’s An Instagram Post To Prove It — PHOTO",Fake,FakeNewsNet,Fake,1.0
Jennifer Aniston laughs off Oscar snub,Fake,FakeNewsNet,Fake,1.0
Tom Cruise 'hasn't seen his daughter in four years' – Is ex-wife Katie Holmes upset?,Fake,FakeNewsNet,Fake,1.0
Computer Models Show IRMA Destroying New York City On Sept. 10,Fake,FakeNewsNet,Fake,1.0
412 Michigan Muslims Arrested In Fed’s ‘LARGEST BUST IN U.S. HISTORY’,Fake,FakeNewsNet,Fake,1.0
Folks Lost Their Minds Over How Thick Beyonce Is….Guess They Forgot She Recently Birthed Two Whole People,Fake,FakeNewsNet,Fake,1.0
George Clooney Looking to Sell Italian Villa Because of Paparazzi (Report),Fake,FakeNewsNet,Fake,1.0
"Meghan Markle, Prince Harry Made &quot;Soul Pact&quot; Promising To Love Each Other For &quot;All Eternity&quot;?",Fake,FakeNewsNet,Fake,1.0
Morgan Freeman: ‘Jailing Hillary’ Best Way To ‘Restore Public Faith In Govt’,Fake,FakeNewsNet,Fake,1.0
"Kim Kardashian, Kanye West Aren't in Couples Therapy: Source",Fake,FakeNewsNet,Fake,1.0
'Grey's Anatomy': Making Sense of the Jam-Packed Season 14 Premiere,Fake,FakeNewsNet,Fake,1.0
Real reason behind Justin Bieber and Selena Gomez’s breakup has finally been revealed,Fake,FakeNewsNet,Fake,1.0
Katharine McPhee Jane Doe Jane Doe,Fake,FakeNewsNet,Fake,1.0
Brad Pitt Spends Father’s Day in London with His Kids Amid Custody Dispute,Fake,FakeNewsNet,Fake,1.0
Fergie Cries While Talking About Josh Duhamel Divorce,Fake,FakeNewsNet,Fake,1.0
"Kristen Stewart, Robert Pattinson 2018: Actress Rumored To Direct Their Next Film Together And Quit Acting",Fake,FakeNewsNet,Fake,1.0
Royal silence! Thomas Markle claims Meghan has ‘CUT HIM OFF’ since paparazzi scandal,Fake,FakeNewsNet,Fake,1.0
Billy Ray Cyrus Tells Fans 'Don't Jump the Gun' After Miley Marriage Speculation,Fake,FakeNewsNet,Fake,1.0
Caitlyn Jenner 'to marry transgender student 47 YEARS her junior' as it's revealed she 'hasn't met' Khloe and Kim's babies,Fake,FakeNewsNet,Fake,1.0
Jennifer Lopez's secret to staying youthful is a mantra embroidered on her pillowcase,Fake,FakeNewsNet,Fake,1.0
BREAKING: President Trump Signs Executive Order Stripping NFL Of ‘Non-Profit’ Status,Fake,FakeNewsNet,Fake,1.0
9 Things Selena Gomez Did to Get the Body She Has Now,Fake,FakeNewsNet,Fake,1.0
"Watch Super Bowl LII: Patriots vs Eagles, Stream live, date and time",Fake,FakeNewsNet,Fake,1.0
Kris Jenner 'has known for years' husband Bruce wanted to become a woman',Fake,FakeNewsNet,Fake,1.0
Chadwick Boseman: why 'Black Panther' needed African accent,Fake,FakeNewsNet,Fake,1.0
Brooklyn Beckham Has Reportedly Dropped Out Of A US College Due To “Homesickness”,Fake,FakeNewsNet,Fake,1.0
"Beyoncé and Husband JAY-Z Experienced a Difficult Delivery During the Birth of Their Twins: ""There Was a Lot of Drama"" (EXCLUSIVE)",Fake,FakeNewsNet,Fake,1.0
Miley Cyrus and Liam Hemsworth Still Together Despite Breakup Rumor (Exclusive),Fake,FakeNewsNet,Fake,1.0
"Jessica Simpson’s Bikini Body Pics Lead To Bogus Depression, Weight Gain Claims",Fake,FakeNewsNet,Fake,1.0
"Gayle King thinks Oprah is ""intrigued"" by idea of a presidential run",Fake,FakeNewsNet,Fake,1.0
Aaron Rodgers Girlfriend: Is Packers QB Dating Soccer Star Marie Margolius? [VIDEO],Fake,FakeNewsNet,Fake,1.0
Leonardo DiCaprio and Girlfriend Nina Agdal Have Split After a Year,Fake,FakeNewsNet,Fake,1.0
Heidi Klum  Tyra Banks ‘ America ’ s Got Talent ’ Feud Made Up Tabloid,Fake,FakeNewsNet,Fake,1.0
"Selena Gomez Is Acting “Crazy” With The Weeknd, “Pushing Him Away” (EXCLUSIVE)",Fake,FakeNewsNet,Fake,1.0
Victoria & David Beckham Heartbreaking $1 Billion Divorce? The Truth,Fake,FakeNewsNet,Fake,1.0
George Clooney,Fake,FakeNewsNet,Fake,1.0
Ivanka Trump issues direct condemnation of 'white supremacy and neo-nazis',Fake,FakeNewsNet,Fake,1.0
One Love Manchester,Fake,FakeNewsNet,Fake,1.0
People can't stop wondering if Selena Gomez reacted to Justin Bieber's engagement — but everyone's concern is unnecessary and sexist,Fake,FakeNewsNet,Fake,1.0
Female First Forum,Fake,FakeNewsNet,Fake,1.0
"John Lewis, celebs react as ABC cancels ‘Roseanne’",Fake,FakeNewsNet,Fake,1.0
Are Darren Aronofsky and Suki Waterhouse dating?,Fake,FakeNewsNet,Fake,1.0
Kanye ‘infuriated’ that Beyoncé and Jay-Z treat Kim Kardashian disrespectfully,Fake,FakeNewsNet,Fake,1.0
Megyn Kelly Struggling To Fill Studio Audience Of Failing Show!,Fake,FakeNewsNet,Fake,1.0
"The Weeknd Reportedly Wants to Have a Baby Girl With Selena Gomez and TBH, That Child Would Be Gorgeous",Fake,FakeNewsNet,Fake,1.0
Kim Kardashian Apparently Can’t Wait Until Khloé Leaves Tristan Thompson,Fake,FakeNewsNet,Fake,1.0
Justin Bieber and Finace Hailey Baldwin Want to Tie the Knot Next Year,Fake,FakeNewsNet,Fake,1.0
Jennifer Aniston Justin Theroux Explosive Showdown Brad Pitt,Fake,FakeNewsNet,Fake,1.0
Are Rihanna & Hassan Jameel Really Engaged? The Truth Behind Her Diamond Ring,Fake,FakeNewsNet,Fake,1.0
"This Is Us’ Justin Hartley on ‘Best Friends’ Milo Ventimiglia, Sterling K. Brown",Fake,FakeNewsNet,Fake,1.0
Ellen DeGeneres & Portia De Rossi Share Date Night,Fake,FakeNewsNet,Fake,1.0
Sarah Jessica Parker defended by co-star over Kim Cattrall feud,Fake,FakeNewsNet,Fake,1.0
Are Sarah Hyland And Wells Adams Engaged? New Details On The Rumors They're Planning A Wedding,Fake,FakeNewsNet,Fake,1.0
Anne Heche and Ellen DeGeneres,Fake,FakeNewsNet,Fake,1.0
Clint Eastwood Leaves His Estate To The Trump 2020 Campaign,Fake,FakeNewsNet,Fake,1.0
Angelina Jolie Would Drop Divorce & Take Brad Pitt Back If He Begged For Another Chance,Fake,FakeNewsNet,Fake,1.0
"Gwen Stefani & Blake Shelton: Why Friends & Family Suspect A Secret, Summer Wedding",Fake,FakeNewsNet,Fake,1.0
"Brad Pitt Rumors Are Flying, But a Lot of Them Have Been Debunked",Fake,FakeNewsNet,Fake,1.0
Seacrest Walks Out On Live!,Fake,FakeNewsNet,Fake,1.0
Iconic Reveal: Beyoncé Posts the First Photo of Twins Sir and Rumi Carter,Fake,FakeNewsNet,Fake,1.0
Safaree Samuels Challenges Meek Mill To Fight Before Bet Awards,Fake,FakeNewsNet,Fake,1.0
Taylor Swift Nods at Joe Alwyn Relationship in Concert Speech,Fake,FakeNewsNet,Fake,1.0
Are Travis Scott And Kylie Jenner Married ,Fake,FakeNewsNet,Fake,1.0
Brad Pitt & Co-Star Margot Robbie: Is She Crushing On Him Too? The Truth,Fake,FakeNewsNet,Fake,1.0
Jennifer Garner Pregnant And Alone Following Ben Affleck Divorce?,Fake,FakeNewsNet,Fake,1.0
Falling Apart! Scary New Signs Burnt-Out Jennifer Could Be Headed For A Breakdown,Fake,FakeNewsNet,Fake,1.0
Vanessa Kirby Dismisses Tom Cruise Romance Rumors,Fake,FakeNewsNet,Fake,1.0
Rob Kardashian CAUGHT Slapping His Ex In The Face!,Fake,FakeNewsNet,Fake,1.0
"Vlogmail on Instagram: “Gossip Cop Busted 3,136 Stories In 2017, HollywoodLife Was Worst Offender #celebritynews #celebrityrumors, #fakenews, #gossip, #gossipcop,…”",Fake,FakeNewsNet,Fake,1.0
"Liam Hemsworth, Miley Cyrus Engaged: Couple Reportedly Having A Secret Wedding In Australia After Christmas",Fake,FakeNewsNet,Fake,1.0
Baby Joy! Ryan Gosling and Eva Mendes are thrilled to be expecting an October arrival,Fake,FakeNewsNet,Fake,1.0
Florida passes bill legalizing recreational use of marijuana,Fake,FakeNewsNet,Fake,1.0
"Tom Cruise Dating In Disguise, Women Chosen By Scientology? Not Quite, Yet Holmes Is Queen Of Secret Romance",Fake,FakeNewsNet,Fake,1.0
"Emotional Thomas Markle Says Meghan Is A ‘Prize’ For Harry, Talks Regrets In First Interview",Fake,FakeNewsNet,Fake,1.0
"Ben Affleck Was on a 'Bender' Before Jennifer Garner Took Him to Rehab, Source Says",Fake,FakeNewsNet,Fake,1.0
Prince Charles Ordering Camilla Parker Bowles To Get Plastic Surgery To Save Marriage ,Fake,FakeNewsNet,Fake,1.0
Kendall Jenner Hospitalized After Vitamin Drip Reaction: Report,Fake,FakeNewsNet,Fake,1.0
Brad Pitt and Jennifer Aniston married in Missouri!,Fake,FakeNewsNet,Fake,1.0
Pope Calls for World Wide Gun Confiscation Except for the UN,Fake,FakeNewsNet,Fake,1.0
Ariel Winter Ready To Marry Levi Meaden & Have Kids ‘Sooner Than Later’: Her Plans Revealed,Fake,FakeNewsNet,Fake,1.0
Delta targeted in online free airline ticket scam,Fake,FakeNewsNet,Fake,1.0
The Internet Isn't Too Happy With Vanity Fair's Cover Story About Margot Robbie,Fake,FakeNewsNet,Fake,1.0
"'The Voice': Blake Shelton Gets Jealous as Gwen Stefani Fawns Ov - CBS News 8 - San Diego, CA News Station - KFMB Channel 8",Fake,FakeNewsNet,Fake,1.0
Going wild in South Africa,Fake,FakeNewsNet,Fake,1.0
Solved: Question about a missing song,Fake,FakeNewsNet,Fake,1.0
"Anna Faris Uncomfortable Watching Chris Pratt, Zoe Saldana Romantic Scenes?",Fake,FakeNewsNet,Fake,1.0
Blake Shelton: Gwen Stefani ‘Saved My Life’ After Divorce,Fake,FakeNewsNet,Fake,1.0
Anne Hathaway and Kate Hudson Interview – BRIDE WARS,Fake,FakeNewsNet,Fake,1.0
McCain Blamed For Sabotaging Trump,Fake,FakeNewsNet,Fake,1.0
Entertainment What Melanie Griffith Really Thinks About Daughter Dakota Johnson Dating Chris Martin,Fake,FakeNewsNet,Fake,1.0
Is the triple Kardashian pregnancy a ploy for $25 million?,Fake,FakeNewsNet,Fake,1.0
Taylor Swift Hits Back at Tabloids,Fake,FakeNewsNet,Fake,1.0
Bill Cosby jurors give conflicting accounts of deadlock,Fake,FakeNewsNet,Fake,1.0
Brad Pitt vows a year of celibacy prompting heartbreak for women across the world,Fake,FakeNewsNet,Fake,1.0
"Tom Cruise Reportedly Wishes To Be In Suri’s Life Again, As He Plans To Marry Vanessa Kirby In 2018",Fake,FakeNewsNet,Fake,1.0
Did Kate Middleton and Prince William's Family Website Just Reveal the Royal Baby's Name?,Fake,FakeNewsNet,Fake,1.0
Chris Pratt Files for Divorce From Anna Faris,Fake,FakeNewsNet,Fake,1.0
Beyonce & Jay Z Divorce Report: The Custody Battle Over Blue Ivy,Fake,FakeNewsNet,Fake,1.0
Fergie Snubbed Ashley Graham At Miss Universe Pageant ,Fake,FakeNewsNet,Fake,1.0
What We Know About The Weeknd and Selena from His New EP,Fake,FakeNewsNet,Fake,1.0
Justin Bieber 'caught with mystery blonde' amid Selena Gomez 'break-up',Fake,FakeNewsNet,Fake,1.0
Pictures of Selena Gomez Over the Years,Fake,FakeNewsNet,Fake,1.0
Jennifer Aniston and Justin Theroux Are Having an East Coast vs. West Coast Battle (EXCLUSIVE),Fake,FakeNewsNet,Fake,1.0
Bella Hadid Claps Back at Instagram Troll Who Came for Her and Kendall Jenner,Fake,FakeNewsNet,Fake,1.0
Kate Had Pickles Delivered To Kensington Palace To Satisfy Pregnancy,Fake,FakeNewsNet,Fake,1.0
Live stream: Trump's lawyer responds to James Comey testimony,Fake,FakeNewsNet,Fake,1.0
JEFFERSON DAVIS STATUE TO BE REPLACED WITH OBAMA LIKENESS,Fake,FakeNewsNet,Fake,1.0
Katy Perry & Orlando Bloom Reportedly ‘Back On’ After ‘Robsten’ Parties Together In LA,Fake,FakeNewsNet,Fake,1.0
Chris Pratt Gets Real About His Divorce From Anna Faris: 'It's Not Ideal',Fake,FakeNewsNet,Fake,1.0
Caitlyn Jenner ‘Very Proud’ of Kim Kardashian for Meeting with Trump,Fake,FakeNewsNet,Fake,1.0
Ariel Winter Slams Tabloid Reports That She Gives Her Boyfriend an Allowance,Fake,FakeNewsNet,Fake,1.0
Where Do The Kardashians Live? Kim Kardashian’s House is Huge!,Fake,FakeNewsNet,Fake,1.0
"Chris Brown Says He Wants to Tour With Rihanna, Beyoncé and Bruno Mars",Fake,FakeNewsNet,Fake,1.0
Will Smith Addresses Jada Pinkett Smith Divorce Rumors: Watch,Fake,FakeNewsNet,Fake,1.0
This Is Real Life! Beyoncé and Jay-Z Reveal How They Did The Work and Saved Their Marriage On New Album,Fake,FakeNewsNet,Fake,1.0
Jared Leto & Angelina Jolie: He Regrets Letting Her Slip Away After Secret Fling,Fake,FakeNewsNet,Fake,1.0
Donald Trump Dead From A Fatal HEART ATTACK! — Steemit,Fake,FakeNewsNet,Fake,1.0
The Ocean's 8 Cast Kindly Requests You Stop Asking This Question,Fake,FakeNewsNet,Fake,1.0
Archbishop Desmond Tutu dies while holidaying in Texas,Fake,FakeNewsNet,Fake,1.0
Oprah's dad to pen tell-all book,Fake,FakeNewsNet,Fake,1.0
The Weeknd Instigated Breakup With Selena Gomez,Fake,FakeNewsNet,Fake,1.0
Are Reese Witherspoon and Nicole Kidman not on talking terms?,Fake,FakeNewsNet,Fake,1.0
Kris Jenner And Corey Gamble Party In Monaco – See The Photos,Fake,FakeNewsNet,Fake,1.0
"‘Go buy Ivanka’s stuff,’ Kellyanne Conway said. Then the first daughter’s fashion sales exploded.",Fake,FakeNewsNet,Fake,1.0
'Furious' Kylie Jenner accuses Travis Scott of 'cheating on her with several women',Fake,FakeNewsNet,Fake,1.0
Gwen Stefani Did Order Blake Shelton To Weight  Report,Fake,FakeNewsNet,Fake,1.0
Here’s a Complete History of Jennifer Lopez and Mariah Carey’s Alleged Feud,Fake,FakeNewsNet,Fake,1.0
"Vanity Fair Magazine (December, 2017) Jennifer Lopez and Alex Rodriguez Cover: Graydon Carter (Editor): 0764920179634: Amazon.com: Books",Fake,FakeNewsNet,Fake,1.0
Paris Jackson Planning Big Career For Herself Like Dad Michael: Why 2018 Will Be Her Year,Fake,FakeNewsNet,Fake,1.0
The Queen ‘absolutely FUMING’ over fake Prince Philip death rumours,Fake,FakeNewsNet,Fake,1.0
"11 Things You Didn't Know About Sofia Richie, Justin Bieber's New Girl",Fake,FakeNewsNet,Fake,1.0
Why Brad Pitt Is 'Not Looking to Leap Into a Serious Relationship' Right Now (Exclusive),Fake,FakeNewsNet,Fake,1.0
Brad Pitt Rents Summer Love Nest For His Brainy Beauty,Fake,FakeNewsNet,Fake,1.0
Ben Affleck's History With Alcohol Addiction: A Timeline of the Actor's Struggles and Road to Recovery,Fake,FakeNewsNet,Fake,1.0
BREAKING: Irish superstar Saoirse Ronan dies after on-set accident in St. Lucia,Fake,FakeNewsNet,Fake,1.0
"Tom Cruise &#38; Katie Holmes divorce: Suri to live with mom, report says",Fake,FakeNewsNet,Fake,1.0
Who Is Pepe Muñoz? Details On Céline Dion’s Alleged News Boyfriend,Fake,FakeNewsNet,Fake,1.0
Kourtney Kardashian Demanding Kris Jenner Kick Scott Disick Show  Report,Fake,FakeNewsNet,Fake,1.0
Meghan Markle reportedly finds certain royal rules 'frustrating' to understand,Fake,FakeNewsNet,Fake,1.0
"Last in Queen Elizabeth II's line of corgis dies, says British press",Fake,FakeNewsNet,Fake,1.0
selena gomez and timothee chalamet,Fake,FakeNewsNet,Fake,1.0
"Trump administration, politicians and celebrities react to Sean Spicer’s resignation",Fake,FakeNewsNet,Fake,1.0
Danny Moder Told Richard Gere To Stay Away From Julia Roberts?,Fake,FakeNewsNet,Fake,1.0
Golden Globes 2017: Full List Of Winners,Fake,FakeNewsNet,Fake,1.0
"Kate Middleton Did Not “Flirt” With Tennis Player Dominic Thiem At Wimbledon, Despite Report",Fake,FakeNewsNet,Fake,1.0
Kim Kardashian proves she IS a Beyonce fan,Fake,FakeNewsNet,Fake,1.0
Perrie Edwards wears Gigi Hadid‘s sunglasses after Zayn Malik split,Fake,FakeNewsNet,Fake,1.0
Brad Pitt apologises to Jennifer Aniston for leaving her for Angelina Jolie,Fake,FakeNewsNet,Fake,1.0
Anna Faris Admits She Was Jealous of Ex Chris Pratt’s Co-Star Jennifer Lawrence,Fake,FakeNewsNet,Fake,1.0
Ed Sheeran admits he was able to bed hot women because of Taylor Swift,Fake,FakeNewsNet,Fake,1.0
Angelina Jolie quits Hollywood for politics,Fake,FakeNewsNet,Fake,1.0
Angelina Jolie 'could lose custody of kids to Brad Pitt if she doesn't allow him access',Fake,FakeNewsNet,Fake,1.0
Everything Miranda Lambert and Blake Shelton Have Said About Their Divorce,Fake,FakeNewsNet,Fake,1.0
Former Pres Of Iran Defends Serena Williams' Catsuit! ▼,Fake,FakeNewsNet,Fake,1.0
Karrueche Tran Granted Five Year Restraining Order Against Chris Brown,Fake,FakeNewsNet,Fake,1.0
"Justin Bieber Slams HollywoodLife, Claims The Site Is ‘ Untruthful And Hurtful’",Fake,FakeNewsNet,Fake,1.0
  Prince Charles Meddling Meddling In Harry  Meghan Markle Wedding Plans ,Fake,FakeNewsNet,Fake,1.0
Keith Urban awkward on accepting praise for Nicole Kidman,Fake,FakeNewsNet,Fake,1.0
"President Trump Attacks 'Lunatic,' 'No-Talent,' 'Dumbest Person' in TV",Fake,FakeNewsNet,Fake,1.0
Selena Gomez and Justin Bieber Not 'Broken Up' But Working on 'Issues' Source Says (Exclusive),Fake,FakeNewsNet,Fake,1.0
Justin Bieber & Selena Gomez: Their Time Apart Is Driving Him Crazy,Fake,FakeNewsNet,Fake,1.0
Katie Holmes and Jamie Foxx kiss in public for first time on beach date,Fake,FakeNewsNet,Fake,1.0
Angelina Jolie accuses Brad Pitt of not paying enough child support,Fake,FakeNewsNet,Fake,1.0
Actor Tom Cruise Proposes to Girlfriend Katie Holmes at Eiffel Tower,Fake,FakeNewsNet,Fake,1.0
"Jamie Dornan, Dakota Johnson Horrible In Bed: Forced To Reshoot Entire ‘Fifty Shades Darker’ – Sex Scenes Were Catastrophic!",Fake,FakeNewsNet,Fake,1.0
Malicious Miranda! Inside Lambert’s Ruthless Revenge Against Blake Shelton,Fake,FakeNewsNet,Fake,1.0
Kris Jenner begs Kourtney Kardashian to take over the Kardashian empire,Fake,FakeNewsNet,Fake,1.0
Jessica Simpson confirms her second baby bump,Fake,FakeNewsNet,Fake,1.0
New mum Khloe Kardashian 'leaning on ex Lamar Odom for support',Fake,FakeNewsNet,Fake,1.0
Kylie Jenner & Travis Scott Are Fighting Over Her Decision To Stay in Hiding While Pregnant,Fake,FakeNewsNet,Fake,1.0
‘I created this character called Katy Perry. I didn’t want to be Katheryn Hudson. It was too scary’,Fake,FakeNewsNet,Fake,1.0
Scarlett Johansson and Colin Jost American Museum Gala 2017,Fake,FakeNewsNet,Fake,1.0
Angelina takes children to Renaissance Pleasure Fair in California; Despite the report she was not “miserable” at the fair – Married Biography,Fake,FakeNewsNet,Fake,1.0
Twelve More Hurricanes Headed Towards US,Fake,FakeNewsNet,Fake,1.0
Brad and Ange back together,Fake,FakeNewsNet,Fake,1.0
Kim Kardashian & Kanye West Reportedly Divorcing Weeks Before Baby #3 Arrives,Fake,FakeNewsNet,Fake,1.0
Don Rickles dies: Celebrities pay tribute,Fake,FakeNewsNet,Fake,1.0
Celebrities React to Donald Trump’s CNN Body-Slam Tweet: ‘How the F— Are You a President’,Fake,FakeNewsNet,Fake,1.0
Taylor Swift Takes The Stand In Alleged Groping Trial: ‘It Was A Definite Grab’,Fake,FakeNewsNet,Fake,1.0
"After everything, Ben Affleck wishes he could win Jennifer Garner back, new report says",Fake,FakeNewsNet,Fake,1.0
Jennifer Lawrence and David O. Russell Are Not Dating,Fake,FakeNewsNet,Fake,1.0
Kim Kardashian Takes Shot At Split Stories With Kanye West Birthday Tribute,Fake,FakeNewsNet,Fake,1.0
Jason Aldean Gig Canceled After He Sells Out To Liberals On SNL,Fake,FakeNewsNet,Fake,1.0
Brad Pitt and Angelina Jolie dismiss reunion reports,Fake,FakeNewsNet,Fake,1.0
Boss From Hell! Ellen DeGeneres Treats Her Talk Show Staff Like ‘Peasants!’,Fake,FakeNewsNet,Fake,1.0
Megyn Kelly may be eyeing Matt Lauer’s ‘Today’ show gig,Fake,FakeNewsNet,Fake,1.0
Politicians and Celebrities React to Trump's Supreme Court Justice Nominee,Fake,FakeNewsNet,Fake,1.0
The most adorable Father's Day messages,Fake,FakeNewsNet,Fake,1.0
"What is Kate Middleton’s royal title, will it change when Prince William is King and will she ever be Queen?",Fake,FakeNewsNet,Fake,1.0
"Top Gun 2 cast: Tom Cruise 'begging' this actress to star in the sequel, but her husband opposes?",Fake,FakeNewsNet,Fake,1.0
Black Men Arrested In Philadelphia Starbucks Settle For $2 Million,Fake,FakeNewsNet,Fake,1.0
Neon Nettle,Fake,FakeNewsNet,Fake,1.0
Caitlyn Jenner Already Set For Second Boob Job,Fake,FakeNewsNet,Fake,1.0
Las Vegas Shooting: Celebrities Call for Gun Control – Rolling Stone,Fake,FakeNewsNet,Fake,1.0
Angelina Jolie shows true colours after Brad Pitt breakup,Fake,FakeNewsNet,Fake,1.0
Miley Cyrus Claims ‘Satan Is A Nice Guy; He’s Misunderstood’,Fake,FakeNewsNet,Fake,1.0
What's going on with John Cena and Nikki Bella? A timeline,Fake,FakeNewsNet,Fake,1.0
"NFL Lawyer, Who Claimed Super Bowl Is ‘Rigged’, Found Dead",Fake,FakeNewsNet,Fake,1.0
Robert Downey Jr Illuminati Blood Sacrifice,Fake,FakeNewsNet,Fake,1.0
Sharon Osbourne Apologizes To Justin Bieber: “I Was Wrong” To “Attack” You,Fake,FakeNewsNet,Fake,1.0
"Jessica Simpson: ""I'm Not Pregnant""",Fake,FakeNewsNet,Fake,1.0
Angelina Jolie: ‘I don’t enjoy being single’,Fake,FakeNewsNet,Fake,1.0
Khloe Kardashian & Tristan Thompson: Why She’s Hoping Baby Comes During NBA All-Star Break,Fake,FakeNewsNet,Fake,1.0
Patrick Dempsey: Why I Called Off My Divorce to Jillian Dempsey,Fake,FakeNewsNet,Fake,1.0
Hollywood Celebrates Harvey Weinstein Academy Expulsion With Online Glee,Fake,FakeNewsNet,Fake,1.0
Taylor Swift Upset Ed Sheeran Slept With Members Of Her Girl Squad? The Truth,Fake,FakeNewsNet,Fake,1.0
"Zoe Saldana Says Hollywood Bullied Donald Trump, Twitter Claps Back Hard",Fake,FakeNewsNet,Fake,1.0
Justin Bieber Would Love To Have A Big Family With Hailey Baldwin — Why He’ll Be An ‘Amazing Dad’,Fake,FakeNewsNet,Fake,1.0
John Cena  Nikki Bella Having Kids Stories Made Up By HollywoodLife,Fake,FakeNewsNet,Fake,1.0
Scott Disick Furious Over Kourtney’s ‘Classless’ PDA & Planning Revenge Shoot With Sofia Richie,Fake,FakeNewsNet,Fake,1.0
Channing Tatum Forbids ‘Magic Mike Live’ Dancers From Sex With Audience Members?,Fake,FakeNewsNet,Fake,1.0
Simon Cowell Reportedly to Ban Kids From 'America's Got Talent',Fake,FakeNewsNet,Fake,1.0
Matthew Rhys Net Worth,Fake,FakeNewsNet,Fake,1.0
"J.J. Watt, Tyler Perry, Jamie Foxx and More Celebrities Give Big to Relief Funds for Deadly Texas Floods",Fake,FakeNewsNet,Fake,1.0
WATCH: Jimmy Kimmel Reveals Details of His Son's Heart Surgery Video,Fake,FakeNewsNet,Fake,1.0
Keith Urban Buys Nicole Kidman Manhattan Townhouse – Variety,Fake,FakeNewsNet,Fake,1.0
Mariah Carey Reportedly Proposed To BF Bryan Tanaka With Super Romantic Song: Wedding Plans Revealed,Fake,FakeNewsNet,Fake,1.0
Hassan Jameel Is Reportedly Worried That Chris Brown Might Win Rihanna Back,Fake,FakeNewsNet,Fake,1.0
Gwen Stefani Allegedly Suffered A Miscarriage With Blake Shelton's Baby,Fake,FakeNewsNet,Fake,1.0
Katy Perry 'is considering moving to London' with boyfriend Orlando Bloom,Fake,FakeNewsNet,Fake,1.0
Teresa Giudice Can’t Afford To Send Daughter To College?,Fake,FakeNewsNet,Fake,1.0
Dying 78 Year Old CIA Agent Admits To Killing Marilyn Monroe,Fake,FakeNewsNet,Fake,1.0
Angelina Jolie Planning Epic Halloween Party For The Kids: ‘They’re Begging Her To Be Maleficent’,Fake,FakeNewsNet,Fake,1.0
    The Voice The Voice Team NOT Surprised Surprised Adam Levine   Behati Prinsloo Pregnant Again Before Blake Shelton Gwen Stefani,Fake,FakeNewsNet,Fake,1.0
Meryl Streep Is Shocked Tom Hanks Hasn't Been Oscar-Nominated Since 2001,Fake,FakeNewsNet,Fake,1.0
Senate Democrats Demand Supreme Court Nominee Not Be Unduly Influenced By U.S. Constitution,Fake,FakeNewsNet,Fake,1.0
Gwen Stefani Vs. Miranda Lambert — Which Of Blake Shelton’s Loves Has The Sexiest Looks?,Fake,FakeNewsNet,Fake,1.0
"Keith Urban Upset About Nicole Kidman, Colin Farrell Friendship?",Fake,FakeNewsNet,Fake,1.0
Scott Disick Freaks Out at Kourtney Kardashian Over Younes Bendjima!,Fake,FakeNewsNet,Fake,1.0
"Katy Perry Recounts Christian Past at HRC Gala, Talks Conversion Therapy and Praying Gay Away: 'People Can Change -- Believe Me'",Fake,FakeNewsNet,Fake,1.0
Kim Kardashian soaked in bitchy catfight,Fake,FakeNewsNet,Fake,1.0
Does Brad Pitt Have a Rare Disease?,Fake,FakeNewsNet,Fake,1.0
As it happened: Prince Harry and Meghan Markle engaged - Is this finally the modern bride the royal family needs?,Fake,FakeNewsNet,Fake,1.0
‘Mamma Mia! Here We Go Again’ Director Ol Parker on Casting Cher: ‘I Refused to Contemplate Anyone Else’,Fake,FakeNewsNet,Fake,1.0
"OBAMA CANCELED IT, TRUMP REINSTATED IT – A VERY SACRED DAY IS BACK",Fake,FakeNewsNet,Fake,1.0
"Catherine Zeta-Jones' Lookalike Daughter Carys Makes Magazine Debut, Talks 'Douglas Dynasty'",Fake,FakeNewsNet,Fake,1.0
Parading Patriots! Jennifer Garner and Her Kids Ride Atop a Truck During Fourth of July Parade,Fake,FakeNewsNet,Fake,1.0
Celebrities Thank Barack Obama On Last Day As President,Fake,FakeNewsNet,Fake,1.0
Nicole Kidman and Keith Urban celebrate 12th wedding anniversary,Fake,FakeNewsNet,Fake,1.0
Pier 39 Terrorist Was an Anti-Trump Antifa Supporter,Fake,FakeNewsNet,Fake,1.0
Jennifer Aniston & Justin Theroux: Headed For Divorce Because of Brad Pitt?!,Fake,FakeNewsNet,Fake,1.0
Meghan Markle’s Old Resumé Lists ‘Stripping’ As One Of Her Many Talents,Fake,FakeNewsNet,Fake,1.0
Jennifer Aniston Racing To $225 Million Divorce,Fake,FakeNewsNet,Fake,1.0
The Kardashian Decade: How a Sex Tape Led to a Billion-Dollar Brand,Fake,FakeNewsNet,Fake,1.0
Did Miley Cyrus get mad at Liam Hemsworth for refusing to wear his promise ring?,Fake,FakeNewsNet,Fake,1.0
Anna Faris's Divorce With Chris Pratt Has Made Her Question the Point of Marriage,Fake,FakeNewsNet,Fake,1.0
